Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Smith, P.N., Mao, L., Sinha, K., Russell, A.J.","57211968736; 57222085768; 7102371027; 7402736428","Organophosphate detoxification by membrane-engineered red blood cells",2021,"Acta Biomaterialia",124,"",,270,281,,,10.1016/j.actbio.2021.01.043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101415220&partnerID=40&md5=3d5f09178a364d806bc439e54fb4bc1e",Article,Final,Open Access,Scopus,2-s2.0-85101415220
"Gezegen, H., Gürdere, M.B., Dinçer, A., Özbek, O., Koçyiğit, Ü.M., Taslimi, P., Tüzün, B., Budak, Y., Ceylan, M.","24068728100; 6504481541; 57220575086; 57125815900; 57189006957; 56658628800; 56699974000; 6507957342; 7003726199","Synthesis, molecular docking, and biological activities of new cyanopyridine derivatives containing phenylurea",2021,"Archiv der Pharmazie",354,"4", 2000334,,,,4,10.1002/ardp.202000334,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097402775&partnerID=40&md5=1dc8130a5fd9302240be0a08ba0ea887",Article,Final,,Scopus,2-s2.0-85097402775
"Brazzolotto, X., Courcelle, S., Sauvanet, C., Guillon, V., Igert, A., Kononchik, J., Nachon, F., Ceppa, F., Delacour, H.","6507794399; 56406405200; 37100411000; 57159955700; 57196949788; 25936395500; 35616231300; 6602996655; 55908738700","Characterization of four BCHE mutations associated with prolonged effect of suxamethonium",2021,"Pharmacogenomics Journal",21,"2",,165,173,,,10.1038/s41397-020-00192-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092074992&partnerID=40&md5=263d3e9bcfe84c77fca496db66da13a8",Article,Final,,Scopus,2-s2.0-85092074992
"De Boer, D., Nguyen, N., Mao, J., Moore, J., Sorin, E.J.","57217019608; 57211678433; 57222863722; 57222870997; 6508040981","A comprehensive review of cholinesterase modeling and simulation",2021,"Biomolecules",11,"4", 580,,,,,10.3390/biom11040580,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104141993&partnerID=40&md5=3540026173b1befbdd53ea4b0df62b8e",Review,Final,Open Access,Scopus,2-s2.0-85104141993
"Millet, C., Plaud, B., Delacour, H.","57222670235; 56257189800; 55908738700","Phenotype and genotype characteristics of 58 patients showing a prolonged effect of succinylcholine: A four-year experience",2021,"Anaesthesia Critical Care and Pain Medicine",40,"2", 100847,,,,,10.1016/j.accpm.2021.100847,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103700785&partnerID=40&md5=f7e634cfd522fa37fad92a6666d4e1c8",Article,Final,,Scopus,2-s2.0-85103700785
"Studzińska-Sroka, E., Majchrzak-Celińska, A., Zalewski, P., Szwajgier, D., Baranowska-Wójcik, E., Żarowski, M., Plech, T., Cielecka-Piontek, J.","36672011600; 37361499500; 12807490300; 12780155700; 57191112635; 23767345700; 19639222800; 15070391100","Permeability of hypogymnia physodes extract component—physodic acid through the blood–brain barrier as an important argument for its anticancer and neuroprotective activity within the central nervous system",2021,"Cancers",13,"7", 1717,,,,,10.3390/cancers13071717,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103480735&partnerID=40&md5=45562a5052e68f49d65f17815e88cda9",Article,Final,Open Access,Scopus,2-s2.0-85103480735
"Vanova, N., Hojna, A., Pejchal, J., Herman, D., Malinak, D., Prchalova, E., Musilek, K., Karasova, J.Z.","57200595756; 57221928805; 16837268000; 57200604720; 55910829700; 57221943392; 10540229700; 57221746638","Determination of K869, a Novel Oxime Reactivator of Acetylcholinesterase, in Rat Body Fluids and Tissues by Liquid-Chromatography Methods: Pharmacokinetic Study",2021,"Journal of Pharmaceutical Sciences",110,"4",,1842,1852,,,10.1016/j.xphs.2021.01.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100689704&partnerID=40&md5=3fc6050ade0f92cd7f78eb557175b7f2",Article,Final,,Scopus,2-s2.0-85100689704
"Latif, A., Bibi, S., Ali, S., Ammara, A., Ahmad, M., Khan, A., Al-Harrasi, A., Ullah, F., Ali, M.","37104296900; 57218853201; 57220922823; 57218855082; 16633424900; 35783172300; 6506093146; 26639950400; 57214142376","New multitarget directed benzimidazole-2-thiol-based heterocycles as prospective anti-radical and anti-Alzheimer's agents",2021,"Drug Development Research",82,"2",,207,216,,,10.1002/ddr.21740,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090442381&partnerID=40&md5=b8ade0c987ed2207462f51eda8ae686d",Article,Final,,Scopus,2-s2.0-85090442381
"Guimarães, A.T.B., Estrela, F.N., Rodrigues, A.S.D.L., Nóbrega, R.H., Charlie-Silva, I., Malafaia, G.","56783696300; 57194022274; 33267943000; 16744378000; 57201792109; 26658611900","Can carbon nanofibers affect anurofauna? Study involving neotropical Physalaemus cuvieri (Fitzinger, 1826) tadpoles",2021,"Aquatic Toxicology",233,"", 105795,,,,1,10.1016/j.aquatox.2021.105795,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101973798&partnerID=40&md5=ed2139ee346cbf0dafa002d25e2a3642",Article,Final,,Scopus,2-s2.0-85101973798
"Ceylan, R., Zengin, G., Mahomoodally, M.F., Sinan, K.I., Ak, G., Jugreet, S., Cakır, O., Ouelbani, R., Paksoy, M.Y., Yılmaz, M.A.","56266138800; 8411629800; 9537009000; 57207104365; 57216362353; 57217229583; 53363142200; 57191202844; 55605843700; 56486842000","Enzyme inhibition and antioxidant functionality of eleven Inula species based on chemical components and chemometric insights",2021,"Biochemical Systematics and Ecology",95,"", 104225,,,,,10.1016/j.bse.2021.104225,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100375457&partnerID=40&md5=8681834bd3eab1bfd2fad6995c845148",Article,Final,,Scopus,2-s2.0-85100375457
"Kos, J., Kozik, V., Pindjakova, D., Jankech, T., Smolinski, A., Stepankova, S., Hosek, J., Oravec, M., Jampilek, J., Bak, A.","37067364900; 57191192915; 57222521551; 57214082070; 18635259700; 10640063900; 24484447300; 56075686200; 6508328006; 7006914656","Synthesis and hybrid sar property modeling of novel cholinesterase inhibitors<sup>†</sup>",2021,"International Journal of Molecular Sciences",22,"7", 3444,,,,,10.3390/ijms22073444,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103003910&partnerID=40&md5=33d97d2747b5605edf59c1edc5b5d789",Article,Final,Open Access,Scopus,2-s2.0-85103003910
"Meziant, L., Bachir-bey, M., Bensouici, C., Saci, F., Boutiche, M., Louaileche, H.","56195479300; 35317107000; 41260979700; 57194900996; 57203484863; 6507486366","Assessment of inhibitory properties of flavonoid-rich fig (Ficus carica L.) peel extracts against tyrosinase, α-glucosidase, urease and cholinesterases enzymes, and relationship with antioxidant activity",2021,"European Journal of Integrative Medicine",43,"", 101272,,,,,10.1016/j.eujim.2020.101272,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101775723&partnerID=40&md5=7182d2338a0db6d369689296e7868109",Article,Final,,Scopus,2-s2.0-85101775723
"Barmpa, A., Hatzidimitriou, A.G., Psomas, G.","57200793420; 35510385700; 6602943930","Copper(II) complexes with meclofenamate ligands: Structure, interaction with DNA and albumins, antioxidant and anticholinergic activity",2021,"Journal of Inorganic Biochemistry",217,"", 111357,,,,1,10.1016/j.jinorgbio.2021.111357,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100438865&partnerID=40&md5=527d058ee12f2776ff5a400b0e6c5a56",Article,Final,,Scopus,2-s2.0-85100438865
"Bursal, E., Turkan, F., Buldurun, K., Turan, N., Aras, A., Çolak, N., Murahari, M., Yergeri, M.C.","30067583700; 57115336200; 56088739600; 35147160200; 57192944111; 25229583900; 56044678500; 55817706900","Transition metal complexes of a multidentate Schiff base ligand containing pyridine: synthesis, characterization, enzyme inhibitions, antioxidant properties, and molecular docking studies",2021,"BioMetals",34,"2",,393,406,,,10.1007/s10534-021-00287-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100341907&partnerID=40&md5=b564cd4ff21a15d28d5c623d26beec9a",Article,Final,,Scopus,2-s2.0-85100341907
"Solé, M., Lacorte, S., Vinyoles, D.","56529789700; 7007012191; 6507928848","Biochemical aspects of susceptibility to stressors in two small cyprinids Squalius laietanus and Barbus meridionalis from the NW Mediterranean",2021,"Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology",242,"", 108940,,,,,10.1016/j.cbpc.2020.108940,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096159446&partnerID=40&md5=3969ab19a7d4da23585315c46bcd5fa9",Article,Final,,Scopus,2-s2.0-85096159446
"Park, H.Y., Kim, K.-S., Ak, G., Zengin, G., Cziáky, Z., Jekő, J., Adaikalam, K., Song, K., Kim, D.H., Sivanesan, I.","57211708621; 57222628030; 57216362353; 8411629800; 6505993116; 7004590784; 57202318739; 56997985300; 56109763500; 23089306300","Establishment of a rapid micropropagation system for kaempferia parviflora wall. Ex baker: Phytochemical analysis of leaf extracts and evaluation of biological activities",2021,"Plants",10,"4", 698,,,,,10.3390/plants10040698,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103516134&partnerID=40&md5=ae56965754b7d59e25474faf5f5fa531",Article,Final,Open Access,Scopus,2-s2.0-85103516134
"Lobine, D., Pairyanen, B., Zengin, G., Yılmaz, M.A., Ouelbani, R., Bensari, S., Ak, G., Abdallah, H.H., Imran, M., Mahomoodally, M.F.","57189832117; 57222521541; 8411629800; 56486842000; 57191202844; 57191202876; 57216362353; 26421948400; 57217535524; 9537009000","Chemical Composition and Pharmacological Evaluation and of Toddalia asiatica (Rutaceae) Extracts and Essential Oil by in Vitro and in Silico Approaches.",2021,"Chemistry and Biodiversity",18,"4", e2000999,,,,,10.1002/cbdv.202000999,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103039560&partnerID=40&md5=e437b178d210917d42957b1b0bc6281b",Article,Final,,Scopus,2-s2.0-85103039560
"Remya, C., Dileep, K.V., Variyar, E.J., Zhang, K.Y.J., Omkumar, R.V., Sadasivan, C.","55328934600; 36087376300; 55361326700; 57221854691; 6602778205; 6602418902","Chemical similarity assisted search for acetylcholinesterase inhibitors: Molecular modeling and evaluation of their neuroprotective properties",2021,"International Journal of Biological Macromolecules",174,"",,466,476,,,10.1016/j.ijbiomac.2021.01.148,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100416653&partnerID=40&md5=17bf918401245df18b3158a29b23e588",Article,Final,,Scopus,2-s2.0-85100416653
"Nichols, R.H., Chambers, J.E.","57188538310; 7402476015","Reactivation of organophosphate-inhibited serum butyrylcholinesterase by novel substituted phenoxyalkyl pyridinium oximes and traditional oximes",2021,"Toxicology",452,"", 152719,,,,,10.1016/j.tox.2021.152719,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101383885&partnerID=40&md5=67e924890ddb476c6a8049abe55f39ad",Article,Final,,Scopus,2-s2.0-85101383885
"Dall'Acqua, S., Sinan, K.I., Sut, S., Ferrarese, I., Etienne, O.K., Mahomoodally, M.F., Lobine, D., Zengin, G.","57202642839; 57207104365; 57190861450; 57214870645; 57211668738; 9537009000; 57189832117; 8411629800","Evaluation of Antioxidant and Enzyme Inhibition Properties of Croton hirtus L'Hér. Extracts Obtained with Different Solvents",2021,"Molecules (Basel, Switzerland)",26,"7",,,,,,10.3390/molecules26071902,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103863206&partnerID=40&md5=04afca1253968bdd558fcbde2603c7b2",Article,Final,Open Access,Scopus,2-s2.0-85103863206
"Dall’Acqua, S., Ak, G., Sinan, K.I., Elbasan, F., Ferrarese, I., Sut, S., Yıldıztugay, E., Peron, G., Schievano, E., Nancy Picot-Allain, M.C., Mahomoodally, M.F., Zengin, G.","57222746491; 57216362353; 57207104365; 57213266093; 57214870645; 57190861450; 26659282800; 57055894200; 6701403501; 57212307659; 9537009000; 8411629800","Hypericum triquetrifolium and H. neurocalycinum as Sources of Antioxidants and Multi-Target Bioactive Compounds: A Comprehensive Characterization Combining In Vitro Bioassays and Integrated NMR and LC-MS Characterization by Using a Multivariate Approach",2021,"Frontiers in Pharmacology",12,"", 660735,,,,,10.3389/fphar.2021.660735,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103974962&partnerID=40&md5=9e2d485a56af672b36d7bf25f717dce6",Article,Final,Open Access,Scopus,2-s2.0-85103974962
"Cairone, F., Simonetti, G., Orekhova, A., Casadei, M.A., Zengin, G., Cesa, S.","57205468996; 7102633599; 57212101529; 56228756700; 8411629800; 6506697382","Health Potential of Clery Strawberries: Enzymatic Inhibition and Anti-Candida Activity Evaluation",2021,"Molecules (Basel, Switzerland)",26,"6",,,,,,10.3390/molecules26061731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103920283&partnerID=40&md5=06504f4b1d81c4830573ed2a5c152e58",Article,Final,Open Access,Scopus,2-s2.0-85103920283
"Daşgın, S., Gök, Y., Barut Celepci, D., Taslimi, P., İzmirli, M., Aktaş, A., Gülçin, İ.","57219468392; 7005138869; 57194874374; 56658628800; 57219473662; 56735838100; 35509141500","Synthesis, characterization, crystal structure and bioactivity properties of the benzimidazole-functionalized PEPPSI type of Pd(II)NHC complexes",2021,"Journal of Molecular Structure",1228,"", 129442,,,,2,10.1016/j.molstruc.2020.129442,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092902005&partnerID=40&md5=538c1b4979df211b11d21b89e3104621",Article,Final,,Scopus,2-s2.0-85092902005
"Macha, B., Kulkarni, R., Garige, A.K., Pola, S., Akkinepally, R., Garlapati, A.","57206897561; 14033060600; 57221415335; 57218158739; 57221417075; 26632787800","Design and Friedlander Reaction Based Synthesis of New Cycloalkyl Ring Fused Quinolines as Multifunctional Agents for Alzheimer's Treatment: In Silico Studies",2021,"ChemistrySelect",6,"9",,1947,1957,,,10.1002/slct.202003400,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102111369&partnerID=40&md5=242fb61b1b4df75543ee4e6f813acb2d",Article,Final,,Scopus,2-s2.0-85102111369
"Zhao, S., Xu, J., Zhang, S., Han, M., Wu, Y., Li, Y., Hu, L.","57212492233; 57190839979; 57212496725; 57220868928; 57220857443; 57220876650; 55586018500","Multivalent butyrylcholinesterase inhibitor discovered by exploiting dynamic combinatorial chemistry",2021,"Bioorganic Chemistry",108,"", 104656,,,,,10.1016/j.bioorg.2021.104656,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100371399&partnerID=40&md5=29dc08d469656a28f8e053e4dae3f463",Article,Final,,Scopus,2-s2.0-85100371399
"Cao, T., Zheng, L., Zhang, L., Teng, Z., Qian, J., Ma, H., Wang, J., Cao, Y., Qin, W., Liu, Y.","57194535485; 57209315697; 57207389713; 57193411494; 57198447348; 57030601900; 57209323717; 57209515450; 8342069300; 57210921859","A highly butyrylcholinesterase selective red-emissive mitochondria-targeted fluorescent indicator imaging in liver tissue of mice",2021,"Sensors and Actuators, B: Chemical",330,"", 129348,,,,,10.1016/j.snb.2020.129348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098674704&partnerID=40&md5=4bcf1456763b088db73686950bcd307c",Article,Final,,Scopus,2-s2.0-85098674704
"Qu, Z., Yu, T., Liu, Y., Bi, L.","57191199443; 57189711020; 57219924992; 7004648571","Determination of butyrylcholinesterase activity based on thiamine luminescence modulated by MnO<inf>2</inf> nanosheets",2021,"Talanta",224,"", 121831,,,,,10.1016/j.talanta.2020.121831,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096117277&partnerID=40&md5=3175b79adc846d97b2b95cc9eae877ab",Article,Final,,Scopus,2-s2.0-85096117277
"Xing, S., Li, Q., Xiong, B., Chen, Y., Feng, F., Liu, W., Sun, H.","57211922040; 56732148000; 57218943378; 56727738000; 8714388900; 34869955400; 46661388200","Structure and therapeutic uses of butyrylcholinesterase: Application in detoxification, Alzheimer's disease, and fat metabolism",2021,"Medicinal Research Reviews",41,"2",,858,901,,2,10.1002/med.21745,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093703526&partnerID=40&md5=92c8d0214b86bf586d321df1e9fdcfb8",Review,Final,,Scopus,2-s2.0-85093703526
"Pohanka, M., Zakova, J.","23092077900; 34868716700","A smartphone camera colorimetric assay of acetylcholinesterase and butyrylcholinesterase activity",2021,"Sensors",21,"5", 1796,1,12,,,10.3390/s21051796,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101956430&partnerID=40&md5=3cb712582b790db6e623b6f6df08fe58",Article,Final,Open Access,Scopus,2-s2.0-85101956430
"Matošević, A., Radman Kastelic, A., Mikelić, A., Zandona, A., Katalinić, M., Primožič, I., Bosak, A., Hrenar, T.","57221528750; 57215129198; 57222535716; 56938536400; 11739408000; 56382379000; 9746741400; 6506613992","Quinuclidine-based carbamates as potential CNS active compounds",2021,"Pharmaceutics",13,"3", 420,NA,,,,10.3390/pharmaceutics13030420,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103085671&partnerID=40&md5=04faead27f28457d4ac9e9a1e6d57e85",Article,Final,Open Access,Scopus,2-s2.0-85103085671
"Adefegha, S.A., Okeke, B.M., Oboh, G.","35361579100; 57193208187; 6603569317","Antioxidant properties of eugenol, butylated hydroxylanisole, and butylated hydroxyl toluene with key biomolecules relevant to Alzheimer’s diseases—In vitro",2021,"Journal of Food Biochemistry",45,"3", e13276,,,,1,10.1111/jfbc.13276,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085629225&partnerID=40&md5=11ab6a930f469da217e1825ce1934a06",Article,Final,,Scopus,2-s2.0-85085629225
"Angeloni, S., Zengin, G., Sinan, K.I., Ak, G., Maggi, F., Caprioli, G., Kaplan, A., Bahşi, M., Çakılcıoğlu, U., Bouyahya, A., Jugreet, S., Mahomoodally, M.F.","57203089816; 8411629800; 57207104365; 57216362353; 56962788200; 24175928800; 57220200354; 26532438700; 35096069600; 57190813643; 57217229583; 9537009000","An insight into Verbascum bombyciferum extracts: Different extraction methodologies, biological abilities and chemical profiles",2021,"Industrial Crops and Products",161,"", 113201,,,,,10.1016/j.indcrop.2020.113201,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098170412&partnerID=40&md5=2ff71c342162876d20c4d9d9ac0f476c",Article,Final,,Scopus,2-s2.0-85098170412
"Olasehinde, T.A., Olaniran, A.O., Okoh, A.I.","56088263100; 6603083291; 15026992900","Cholinesterase inhibitory activity, antioxidant properties, and phytochemical composition of Chlorococcum sp. extracts",2021,"Journal of Food Biochemistry",45,"3", e13395,,,,,10.1111/jfbc.13395,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088582708&partnerID=40&md5=c84c89dbbadc17fd4d3ee667bccd6999",Article,Final,,Scopus,2-s2.0-85088582708
